stationId,data_dnia,T_min,T_max,T_srednia
PME246,2025-05-26,4.65,23.25,13.95
PME246,2025-05-27,10.38,21.02,15.7
PME246,2025-05-28,8.19,21.33,14.76
PME246,2025-05-29,8.91,19.6,14.26
PME246,2025-05-30,6.56,21.55,14.06
PME246,2025-05-31,12.61,25.14,18.88
PME246,2025-06-01,10.63,28.6,19.62
PME246,2025-06-02,16.24,28.19,22.22
PME246,2025-06-03,11.79,22.81,17.3
PME246,2025-06-04,10.79,25.83,18.31
PME246,2025-06-05,15.46,28.47,21.96
PME246,2025-06-06,14.68,28.35,21.52
PME246,2025-06-07,15.02,28.38,21.7
PME246,2025-06-08,12.86,26.02,19.44
PME246,2025-06-09,8.16,18.66,13.41
PME246,2025-06-10,6.0,20.8,13.4
PME246,2025-06-11,10.79,21.05,15.92
PME246,2025-06-12,7.66,19.51,13.58
PME246,2025-06-13,7.12,19.26,13.19
PME246,2025-06-14,9.44,21.62,15.53
PME246,2025-06-15,8.25,25.64,16.94
PME246,2025-06-16,8.13,29.99,19.06
PME246,2025-06-17,12.45,23.91,18.18
PME246,2025-06-18,11.7,26.55,19.12
PME246,2025-06-19,8.72,20.42,14.57
PME246,2025-06-20,8.41,21.52,14.96
PME246,2025-06-21,6.59,23.91,15.25
PME246,2025-06-22,7.81,26.49,17.15
PME246,2025-06-23,6.9,28.6,17.75
PME246,2025-06-24,13.11,21.93,17.52
PME246,2025-06-25,12.45,24.1,18.27
PME246,2025-06-26,10.76,25.92,18.34
PME246,2025-06-27,14.33,25.01,19.67
PME246,2025-06-28,12.57,22.46,17.52
PME247,2025-04-01,7.78,12.64,10.21
PME247,2025-04-02,3.68,16.43,10.06
PME247,2025-04-03,0.03,18.03,9.03
PME247,2025-04-04,2.81,19.57,11.19
PME247,2025-04-05,-0.06,8.25,4.1
PME247,2025-04-06,-1.59,0.93,-0.33
PME247,2025-04-07,-1.99,6.06,2.03
PME247,2025-04-08,-3.59,6.5,1.46
PME247,2025-04-09,-4.68,9.47,2.4
PME247,2025-04-10,-1.9,5.21,1.66
PME247,2025-04-11,-0.12,6.12,3.0
PME247,2025-04-12,-0.28,12.48,6.1
PME247,2025-04-13,-0.75,20.11,9.68
PME247,2025-04-14,7.66,18.0,12.83
PME247,2025-04-15,4.15,16.75,10.45
PME247,2025-04-16,9.41,24.07,16.74
PME247,2025-04-17,11.2,27.28,19.24
PME247,2025-04-18,9.32,26.71,18.02
PME247,2025-04-19,9.1,21.46,15.28
PME247,2025-04-20,7.37,22.94,15.16
PME247,2025-04-21,5.56,25.14,15.35
PME247,2025-04-22,7.12,26.65,16.88
PME247,2025-04-23,7.97,22.81,15.39
PME247,2025-04-24,5.9,23.47,14.68
PME247,2025-04-25,5.68,13.36,9.52
PME247,2025-04-26,-1.0,12.26,5.63
PME247,2025-04-27,-2.28,14.55,6.14
PME247,2025-04-28,-1.99,18.19,8.1
PME247,2025-04-29,0.12,19.98,10.05
PME247,2025-04-30,3.87,19.48,11.68
PME247,2025-05-01,1.18,18.82,10.0
PME247,2025-05-02,-0.53,21.49,10.48
PME247,2025-05-03,12.35,24.29,18.32
PME247,2025-05-04,5.56,19.7,12.63
PME247,2025-05-05,4.53,12.76,8.64
PME247,2025-05-06,1.49,12.17,6.83
PME247,2025-05-07,-1.18,14.89,6.86
PME247,2025-05-08,-2.87,12.32,4.72
PME247,2025-05-09,0.68,10.6,5.64
PME247,2025-05-10,3.12,9.25,6.18
PME247,2025-05-11,3.09,13.83,8.46
PME247,2025-05-12,2.99,14.02,8.5
PME247,2025-05-13,2.15,16.62,9.38
PME247,2025-05-14,-0.62,15.18,7.28
PME247,2025-05-15,1.49,11.07,6.28
PME247,2025-05-16,2.12,12.23,7.18
PME247,2025-05-17,0.46,13.01,6.74
PME247,2025-05-18,2.99,12.64,7.82
PME247,2025-05-19,5.72,14.64,10.18
PME247,2025-05-20,6.44,19.73,13.08
PME247,2025-05-21,11.13,22.21,16.67
PME247,2025-05-22,9.13,22.9,16.02
PME247,2025-05-23,8.69,12.73,10.71
PME247,2025-05-24,3.49,13.33,8.41
PME247,2025-05-25,3.53,17.28,10.4
PME247,2025-05-26,4.18,20.42,12.3
PME247,2025-05-27,5.43,19.73,12.58
PME247,2025-05-28,11.01,16.09,13.55
PME247,2025-05-29,10.29,18.03,14.16
PME247,2025-05-30,7.91,20.08,14.0
PME247,2025-05-31,11.95,23.82,17.88
PME247,2025-06-01,10.41,27.34,18.88
PME247,2025-06-02,15.18,26.46,20.82
PME247,2025-06-03,12.29,20.99,16.64
PME247,2025-06-04,10.79,25.89,18.34
PME247,2025-06-05,14.83,27.75,21.29
PME247,2025-06-06,14.2,28.73,21.46
PME247,2025-06-07,14.14,28.47,21.3
PME247,2025-06-08,13.48,25.36,19.42
PME247,2025-06-09,9.06,17.75,13.4
PME247,2025-06-10,6.87,20.45,13.66
PME247,2025-06-11,12.39,19.13,15.76
PME247,2025-06-12,8.56,19.2,13.88
PME247,2025-06-13,7.84,18.69,13.26
PME247,2025-06-14,9.38,21.74,15.56
PME247,2025-06-15,8.22,24.41,16.32
PME247,2025-06-16,7.25,27.62,17.44
PME247,2025-06-17,12.2,22.68,17.44
PME247,2025-06-18,11.29,25.39,18.34
PME247,2025-06-19,10.35,20.2,15.27
PME247,2025-06-20,8.66,20.77,14.72
PME247,2025-06-21,7.28,22.24,14.76
PME247,2025-06-22,6.94,25.01,15.98
PME247,2025-06-23,5.12,27.5,16.31
PME247,2025-06-24,14.33,21.36,17.84
PME247,2025-06-25,12.42,23.53,17.98
PME247,2025-06-26,10.85,24.85,17.85
PME247,2025-06-27,12.98,23.82,18.4
PME247,2025-06-28,13.73,22.21,17.97
PME248,2025-04-01,6.65,12.29,9.47
PME248,2025-04-02,5.81,16.53,11.17
PME248,2025-04-03,3.37,17.63,10.5
PME248,2025-04-04,0.74,19.45,10.09
PME248,2025-04-05,-0.43,10.1,4.84
PME248,2025-04-06,-1.65,0.84,-0.4
PME248,2025-04-07,-2.53,6.53,2.0
PME248,2025-04-08,-3.74,6.62,1.44
PME248,2025-04-09,-4.62,9.13,2.26
PME248,2025-04-10,-2.09,4.4,1.16
PME248,2025-04-11,-0.21,6.44,3.12
PME248,2025-04-12,-0.12,14.05,6.97
PME248,2025-04-13,-0.93,20.11,9.59
PME248,2025-04-14,7.87,20.64,14.26
PME248,2025-04-15,4.4,16.31,10.36
PME248,2025-04-16,7.53,24.76,16.14
PME248,2025-04-17,6.22,27.34,16.78
PME248,2025-04-18,9.82,25.7,17.76
PME248,2025-04-19,7.78,20.83,14.3
PME248,2025-04-20,6.59,22.56,14.58
PME248,2025-04-21,5.34,25.01,15.18
PME248,2025-04-22,7.75,25.2,16.48
PME248,2025-04-23,7.94,21.3,14.62
PME248,2025-04-24,6.37,21.93,14.15
PME248,2025-04-25,5.18,12.64,8.91
PME248,2025-04-26,-0.03,11.29,5.63
PME248,2025-04-27,-1.84,14.55,6.36
PME248,2025-04-28,-1.53,18.79,8.63
PME248,2025-04-29,0.96,20.96,10.96
PME248,2025-04-30,3.78,19.86,11.82
PME248,2025-05-01,1.81,18.25,10.03
PME248,2025-05-02,0.65,22.5,11.58
PME248,2025-05-03,10.32,25.99,18.16
PME248,2025-05-04,7.91,18.28,13.1
PME248,2025-05-05,5.97,11.04,8.5
PME248,2025-05-06,0.62,14.05,7.34
PME248,2025-05-07,-0.71,13.48,6.38
PME248,2025-05-08,-1.59,12.01,5.21
PME248,2025-05-09,1.65,11.38,6.52
PME248,2025-05-10,2.96,9.75,6.36
PME248,2025-05-11,3.31,13.89,8.6
PME248,2025-05-12,1.68,14.64,8.16
PME248,2025-05-13,1.96,16.28,9.12
PME248,2025-05-14,1.87,16.28,9.08
PME248,2025-05-15,1.59,11.85,6.72
PME248,2025-05-16,0.06,10.94,5.5
PME248,2025-05-17,-0.53,13.64,6.56
PME248,2025-05-18,2.71,12.86,7.78
PME248,2025-05-19,5.5,14.89,10.2
PME248,2025-05-20,7.47,19.76,13.62
PME248,2025-05-21,7.72,23.38,15.55
PME248,2025-05-22,6.78,23.22,15.0
PME248,2025-05-23,9.0,11.63,10.32
PME248,2025-05-24,3.68,13.8,8.74
PME248,2025-05-25,2.74,16.93,9.84
PME248,2025-05-26,3.24,22.09,12.66
PME248,2025-05-27,12.54,20.7,16.62
PME248,2025-05-28,10.29,21.08,15.68
PME248,2025-05-29,10.54,17.72,14.13
PME248,2025-05-30,8.13,20.92,14.53
PME248,2025-05-31,11.41,24.57,17.99
PME248,2025-06-01,9.91,28.25,19.08
PME248,2025-06-02,15.74,27.91,21.82
PME248,2025-06-03,11.6,21.84,16.72
PME248,2025-06-04,9.5,26.46,17.98
PME248,2025-06-05,14.05,28.22,21.14
PME248,2025-06-06,14.14,28.44,21.29
PME248,2025-06-07,14.05,28.57,21.31
PME248,2025-06-08,12.61,25.92,19.26
PME248,2025-06-09,8.13,18.16,13.14
PME248,2025-06-10,7.15,21.3,14.23
PME248,2025-06-11,11.01,19.79,15.4
PME248,2025-06-12,9.16,20.08,14.62
PME248,2025-06-13,7.94,19.04,13.49
PME248,2025-06-14,7.06,21.49,14.27
PME248,2025-06-15,6.47,25.48,15.98
PME248,2025-06-16,7.19,29.2,18.2
PME248,2025-06-17,11.1,23.25,17.18
PME248,2025-06-18,13.86,26.37,20.12
PME248,2025-06-19,10.38,19.67,15.03
PME248,2025-06-20,9.22,20.99,15.1
PME248,2025-06-21,8.16,23.12,15.64
PME248,2025-06-22,7.53,26.21,16.87
PME248,2025-06-23,6.34,30.87,18.6
PME248,2025-06-24,12.35,21.99,17.17
PME248,2025-06-25,11.79,24.38,18.08
PME248,2025-06-26,12.01,26.74,19.38
PME248,2025-06-27,13.99,24.54,19.26
PME248,2025-06-28,13.55,22.68,18.12
PME249,2025-04-01,6.59,11.26,8.93
PME249,2025-04-02,5.75,15.49,10.62
PME249,2025-04-03,3.84,16.78,10.31
PME249,2025-04-04,5.56,19.16,12.36
PME249,2025-04-05,-0.4,11.2,5.4
PME249,2025-04-06,-2.34,-0.15,-1.24
PME249,2025-04-07,-2.31,4.56,1.12
PME249,2025-04-08,-1.34,5.09,1.88
PME249,2025-04-09,-2.96,8.44,2.74
PME249,2025-04-10,-2.15,3.56,0.7
PME249,2025-04-11,-0.65,5.93,2.64
PME249,2025-04-12,2.9,11.6,7.25
PME249,2025-04-13,0.62,19.89,10.26
PME249,2025-04-14,7.12,16.12,11.62
PME249,2025-04-15,5.31,13.83,9.57
PME249,2025-04-16,8.66,23.44,16.05
PME249,2025-04-17,8.75,26.77,17.76
PME249,2025-04-18,10.26,25.23,17.74
PME249,2025-04-19,10.57,21.18,15.88
PME249,2025-04-20,10.6,22.72,16.66
PME249,2025-04-21,9.13,24.16,16.64
PME249,2025-04-22,10.38,26.62,18.5
PME249,2025-04-23,10.22,21.18,15.7
PME249,2025-04-24,9.85,24.41,17.13
PME249,2025-04-25,7.66,15.02,11.34
PME249,2025-04-26,1.78,11.38,6.58
PME249,2025-04-27,0.03,13.67,6.85
PME249,2025-04-28,0.18,19.23,9.7
PME249,2025-04-29,5.65,20.36,13.0
PME249,2025-04-30,8.94,19.26,14.1
PME249,2025-05-01,4.9,18.19,11.55
PME249,2025-05-02,3.65,22.34,13.0
PME249,2025-05-03,11.45,25.01,18.23
PME249,2025-05-04,7.91,19.95,13.93
PME249,2025-05-05,5.53,11.95,8.74
PME249,2025-05-06,5.47,9.88,7.68
PME249,2025-05-07,1.84,14.46,8.15
PME249,2025-05-08,-0.5,11.6,5.55
PME249,2025-05-09,1.03,10.51,5.77
PME249,2025-05-10,2.71,10.26,6.48
PME249,2025-05-11,2.62,12.83,7.72
PME249,2025-05-12,4.34,13.58,8.96
PME249,2025-05-13,5.9,15.99,10.94
PME249,2025-05-14,4.87,13.26,9.06
PME249,2025-05-15,2.24,10.85,6.54
PME249,2025-05-16,1.15,12.86,7.0
PME249,2025-05-17,3.65,13.14,8.4
PME249,2025-05-18,4.87,12.48,8.68
PME249,2025-05-19,5.68,12.83,9.25
PME249,2025-05-20,5.59,17.12,11.36
PME249,2025-05-21,10.0,22.24,16.12
PME249,2025-05-22,9.69,21.77,15.73
PME249,2025-05-23,8.31,12.26,10.28
PME249,2025-05-24,7.28,12.17,9.72
PME249,2025-05-25,6.4,14.64,10.52
PME249,2025-05-26,7.87,19.48,13.68
PME249,2025-05-27,10.22,19.54,14.88
PME249,2025-05-28,10.82,15.15,12.98
PME249,2025-05-29,10.88,16.9,13.89
PME249,2025-05-30,9.19,19.98,14.58
PME249,2025-05-31,13.51,21.27,17.39
PME249,2025-06-01,13.95,25.33,19.64
PME249,2025-06-02,16.18,27.06,21.62
PME249,2025-06-03,14.2,19.35,16.77
PME249,2025-06-04,13.67,25.48,19.58
PME249,2025-06-05,14.55,28.92,21.74
PME249,2025-06-06,14.3,28.98,21.64
PME249,2025-06-07,15.84,29.1,22.47
PME249,2025-06-08,13.11,24.07,18.59
PME249,2025-06-09,8.47,17.47,12.97
PME249,2025-06-10,7.12,20.3,13.71
PME249,2025-06-11,11.82,19.29,15.56
PME249,2025-06-12,10.0,19.79,14.9
PME249,2025-06-13,8.13,17.09,12.61
PME249,2025-06-14,12.23,20.86,16.55
PME249,2025-06-15,11.1,24.16,17.63
PME249,2025-06-16,10.19,27.44,18.82
PME249,2025-06-17,13.77,23.28,18.52
PME249,2025-06-18,13.8,26.62,20.21
PME249,2025-06-19,11.16,20.96,16.06
PME249,2025-06-20,9.35,20.39,14.87
PME249,2025-06-21,9.82,21.77,15.8
PME249,2025-06-22,12.29,26.21,19.25
PME249,2025-06-23,9.5,28.82,19.16
PME249,2025-06-24,13.86,21.99,17.92
PME249,2025-06-25,14.11,25.77,19.94
PME249,2025-06-26,12.98,24.79,18.88
PME249,2025-06-27,14.14,25.33,19.74
PME249,2025-06-28,13.51,22.12,17.82
PME250,2025-04-01,6.56,12.32,9.44
PME250,2025-04-02,4.84,16.84,10.84
PME250,2025-04-03,2.06,18.06,10.06
PME250,2025-04-04,2.12,19.57,10.84
PME250,2025-04-05,-0.56,9.88,4.66
PME250,2025-04-06,-2.12,0.24,-0.94
PME250,2025-04-07,-2.71,4.62,0.96
PME250,2025-04-08,-1.74,6.44,2.35
PME250,2025-04-09,-2.4,8.78,3.19
PME250,2025-04-10,-1.46,4.15,1.35
PME250,2025-04-11,-0.09,6.69,3.3
PME250,2025-04-12,4.15,13.8,8.98
PME250,2025-04-13,2.18,21.05,11.62
PME250,2025-04-14,9.41,19.38,14.4
PME250,2025-04-15,7.53,14.05,10.79
PME250,2025-04-16,10.07,24.19,17.13
PME250,2025-04-17,11.29,28.19,19.74
PME250,2025-04-18,12.42,26.18,19.3
PME250,2025-04-19,10.22,21.93,16.08
PME250,2025-04-20,8.47,23.28,15.88
PME250,2025-04-21,10.04,24.95,17.49
PME250,2025-04-22,8.85,24.67,16.76
PME250,2025-04-23,9.82,23.31,16.56
PME250,2025-04-24,9.97,25.48,17.73
PME250,2025-04-25,8.06,15.74,11.9
PME250,2025-04-26,1.21,12.51,6.86
PME250,2025-04-27,-0.81,15.71,7.45
PME250,2025-04-28,-0.43,19.54,9.56
PME250,2025-04-29,3.18,20.55,11.86
PME250,2025-04-30,9.03,21.02,15.02
PME250,2025-05-01,4.5,19.16,11.83
PME250,2025-05-02,2.65,23.12,12.88
PME250,2025-05-03,12.29,26.77,19.53
PME250,2025-05-04,7.25,19.16,13.2
PME250,2025-05-05,4.53,13.48,9.01
PME250,2025-05-06,5.65,11.41,8.53
PME250,2025-05-07,1.65,15.4,8.52
PME250,2025-05-08,-1.0,14.24,6.62
PME250,2025-05-09,1.18,11.16,6.17
PME250,2025-05-10,1.93,11.41,6.67
PME250,2025-05-11,1.74,14.08,7.91
PME250,2025-05-12,3.53,15.46,9.5
PME250,2025-05-13,3.53,16.28,9.91
PME250,2025-05-14,5.47,17.22,11.34
PME250,2025-05-15,2.62,11.04,6.83
PME250,2025-05-16,1.4,13.7,7.55
PME250,2025-05-17,4.28,13.08,8.68
PME250,2025-05-18,5.18,12.83,9.0
PME250,2025-05-19,5.84,12.76,9.3
PME250,2025-05-20,5.25,17.47,11.36
PME250,2025-05-21,11.67,23.06,17.36
PME250,2025-05-22,9.6,23.31,16.45
PME250,2025-05-23,8.78,13.42,11.1
PME250,2025-05-24,7.44,13.51,10.48
PME250,2025-05-25,6.31,18.63,12.47
PME250,2025-05-26,4.87,22.37,13.62
PME250,2025-05-27,10.41,20.58,15.5
PME250,2025-05-28,9.16,21.02,15.09
PME250,2025-05-29,10.51,14.52,12.52
PME250,2025-05-30,7.97,21.14,14.56
PME250,2025-05-31,12.73,24.16,18.44
PME250,2025-06-01,12.26,28.22,20.24
PME250,2025-06-02,16.02,27.47,21.74
PME250,2025-06-03,12.89,20.55,16.72
PME250,2025-06-04,11.38,28.25,19.82
PME250,2025-06-05,16.56,29.45,23.0
PME250,2025-06-06,15.05,29.39,22.22
PME250,2025-06-07,14.89,29.99,22.44
PME250,2025-06-08,13.45,26.27,19.86
PME250,2025-06-09,7.81,17.59,12.7
PME250,2025-06-10,7.34,21.65,14.5
PME250,2025-06-11,11.1,19.57,15.34
PME250,2025-06-12,9.38,20.36,14.87
PME250,2025-06-13,7.59,16.75,12.17
PME250,2025-06-14,9.22,21.68,15.45
PME250,2025-06-15,8.47,25.36,16.92
PME250,2025-06-16,9.75,28.88,19.31
PME250,2025-06-17,12.54,23.97,18.26
PME250,2025-06-18,12.67,26.96,19.82
PME250,2025-06-19,10.13,20.86,15.5
PME250,2025-06-20,8.56,20.55,14.56
PME250,2025-06-21,8.03,22.97,15.5
PME250,2025-06-22,10.98,27.09,19.04
PME250,2025-06-23,8.72,30.68,19.7
PME250,2025-06-24,13.95,23.5,18.73
PME250,2025-06-25,13.89,26.49,20.19
PME250,2025-06-26,13.51,28.73,21.12
PME250,2025-06-27,15.71,25.64,20.68
PME250,2025-06-28,14.02,22.84,18.43
PME251,2025-04-01,6.25,13.39,9.82
PME251,2025-04-02,4.06,17.03,10.54
PME251,2025-04-03,2.43,18.32,10.38
PME251,2025-04-04,3.4,20.64,12.02
PME251,2025-04-05,-0.84,9.5,4.33
PME251,2025-04-06,-1.87,1.49,-0.19
PME251,2025-04-07,-2.96,7.37,2.2
PME251,2025-04-08,-1.93,8.34,3.2
PME251,2025-04-09,-2.96,10.1,3.57
PME251,2025-04-10,-2.18,4.46,1.14
PME251,2025-04-11,-0.25,6.5,3.12
PME251,2025-04-12,1.4,15.3,8.35
PME251,2025-04-13,0.78,21.3,11.04
PME251,2025-04-14,7.72,22.21,14.96
PME251,2025-04-15,6.31,16.43,11.37
PME251,2025-04-16,10.07,25.23,17.65
PME251,2025-04-17,9.69,28.07,18.88
PME251,2025-04-18,12.35,28.25,20.3
PME251,2025-04-19,9.85,21.08,15.46
PME251,2025-04-20,7.25,23.78,15.52
PME251,2025-04-21,8.16,25.55,16.86
PME251,2025-04-22,10.6,25.14,17.87
PME251,2025-04-23,9.82,22.81,16.31
PME251,2025-04-24,8.34,22.4,15.37
PME251,2025-04-25,4.34,12.89,8.62
PME251,2025-04-26,1.09,12.95,7.02
PME251,2025-04-27,-0.78,15.21,7.22
PME251,2025-04-28,-0.53,20.11,9.79
PME251,2025-04-29,1.9,21.36,11.63
PME251,2025-04-30,4.71,21.62,13.16
PME251,2025-05-01,4.09,20.61,12.35
PME251,2025-05-02,4.28,24.04,14.16
PME251,2025-05-03,10.6,25.67,18.14
PME251,2025-05-04,6.09,18.88,12.48
PME251,2025-05-05,4.5,12.98,8.74
PME251,2025-05-06,1.18,15.84,8.51
PME251,2025-05-07,-0.43,15.24,7.4
PME251,2025-05-08,0.03,13.39,6.71
PME251,2025-05-09,-1.12,12.83,5.86
PME251,2025-05-10,4.15,10.63,7.39
PME251,2025-05-11,3.18,14.68,8.93
PME251,2025-05-12,2.68,16.81,9.74
PME251,2025-05-13,2.12,17.81,9.96
PME251,2025-05-14,4.5,18.35,11.42
PME251,2025-05-15,2.06,12.92,7.49
PME251,2025-05-16,1.09,10.79,5.94
PME251,2025-05-17,0.06,14.05,7.06
PME251,2025-05-18,2.99,12.45,7.72
PME251,2025-05-19,6.15,16.43,11.29
PME251,2025-05-20,6.62,20.99,13.8
PME251,2025-05-21,9.35,24.54,16.94
PME251,2025-05-22,8.5,24.19,16.34
PME251,2025-05-23,8.6,14.61,11.6
PME251,2025-05-24,4.21,17.19,10.7
PME251,2025-05-25,3.46,19.79,11.62
PME251,2025-05-26,3.9,24.19,14.04
PME251,2025-05-27,9.0,22.53,15.76
PME251,2025-05-28,7.53,23.44,15.49
PME251,2025-05-29,8.56,15.08,11.82
PME251,2025-05-30,7.06,22.28,14.67
PME251,2025-05-31,13.08,26.84,19.96
PME251,2025-06-01,11.6,28.29,19.94
PME251,2025-06-02,16.62,28.63,22.62
PME251,2025-06-03,12.04,23.06,17.55
PME251,2025-06-04,11.1,26.55,18.82
PME251,2025-06-05,15.24,29.7,22.47
PME251,2025-06-06,15.74,29.26,22.5
PME251,2025-06-07,14.3,28.6,21.45
PME251,2025-06-08,12.48,26.49,19.48
PME251,2025-06-09,7.81,18.88,13.34
PME251,2025-06-10,6.47,22.09,14.28
PME251,2025-06-11,10.35,20.33,15.34
PME251,2025-06-12,8.44,21.52,14.98
PME251,2025-06-13,7.78,20.52,14.15
PME251,2025-06-14,9.1,23.53,16.32
PME251,2025-06-15,7.62,27.47,17.54
PME251,2025-06-16,10.32,30.4,20.36
PME251,2025-06-17,13.42,24.32,18.87
PME251,2025-06-18,12.39,27.78,20.08
PME251,2025-06-19,9.91,20.86,15.38
PME251,2025-06-20,8.47,21.36,14.92
PME251,2025-06-21,7.47,25.07,16.27
PME251,2025-06-22,10.69,26.68,18.68
PME251,2025-06-23,7.69,30.71,19.2
PME251,2025-06-24,13.2,21.93,17.56
PME251,2025-06-25,12.54,23.66,18.1
PME251,2025-06-26,11.1,27.97,19.54
PME251,2025-06-27,14.52,24.0,19.26
PME251,2025-06-28,12.83,24.0,18.42
PME252,2025-04-01,7.53,12.04,9.78
PME252,2025-04-02,4.65,16.12,10.39
PME252,2025-04-03,2.37,17.88,10.12
PME252,2025-04-04,6.44,19.2,12.82
PME252,2025-04-05,0.06,9.13,4.6
PME252,2025-04-06,-2.09,1.43,-0.33
PME252,2025-04-07,-2.34,5.59,1.62
PME252,2025-04-08,-2.15,6.12,1.98
PME252,2025-04-09,-3.12,8.97,2.92
PME252,2025-04-10,-2.68,4.34,0.83
PME252,2025-04-11,-0.43,5.9,2.74
PME252,2025-04-12,0.78,11.85,6.32
PME252,2025-04-13,-0.68,19.76,9.54
PME252,2025-04-14,5.93,15.3,10.62
PME252,2025-04-15,5.68,15.49,10.58
PME252,2025-04-16,8.88,23.56,16.22
PME252,2025-04-17,8.85,27.12,17.98
PME252,2025-04-18,9.0,25.58,17.29
PME252,2025-04-19,10.94,19.67,15.3
PME252,2025-04-20,8.97,23.22,16.1
PME252,2025-04-21,9.13,26.4,17.76
PME252,2025-04-22,10.32,27.88,19.1
PME252,2025-04-23,11.13,22.09,16.61
PME252,2025-04-24,9.82,25.36,17.59
PME252,2025-04-25,6.81,13.48,10.14
PME252,2025-04-26,0.56,12.14,6.35
PME252,2025-04-27,-0.56,14.39,6.92
PME252,2025-04-28,1.09,18.5,9.8
PME252,2025-04-29,2.03,20.04,11.04
PME252,2025-04-30,7.22,19.79,13.5
PME252,2025-05-01,6.18,18.98,12.58
PME252,2025-05-02,3.9,21.58,12.74
PME252,2025-05-03,11.29,25.07,18.18
PME252,2025-05-04,7.28,20.04,13.66
PME252,2025-05-05,3.46,12.76,8.11
PME252,2025-05-06,4.68,10.98,7.83
PME252,2025-05-07,1.81,15.33,8.57
PME252,2025-05-08,-0.18,12.92,6.37
PME252,2025-05-09,0.21,10.32,5.26
PME252,2025-05-10,4.06,8.88,6.47
PME252,2025-05-11,3.24,14.3,8.77
PME252,2025-05-12,3.24,14.61,8.93
PME252,2025-05-13,3.06,16.68,9.87
PME252,2025-05-14,1.49,15.33,8.41
PME252,2025-05-15,1.31,11.51,6.41
PME252,2025-05-16,0.56,12.95,6.76
PME252,2025-05-17,4.28,14.39,9.34
PME252,2025-05-18,3.53,13.2,8.36
PME252,2025-05-19,5.65,14.68,10.16
PME252,2025-05-20,6.28,19.48,12.88
PME252,2025-05-21,9.0,22.84,15.92
PME252,2025-05-22,8.38,22.53,15.46
PME252,2025-05-23,8.78,12.23,10.5
PME252,2025-05-24,5.18,12.76,8.97
PME252,2025-05-25,6.09,16.09,11.09
PME252,2025-05-26,7.84,20.17,14.0
PME252,2025-05-27,7.97,20.04,14.0
PME252,2025-05-28,11.1,14.71,12.9
PME252,2025-05-29,10.47,18.41,14.44
PME252,2025-05-30,8.25,20.99,14.62
PME252,2025-05-31,13.04,23.28,18.16
PME252,2025-06-01,11.23,27.69,19.46
PME252,2025-06-02,14.02,27.22,20.62
PME252,2025-06-03,13.3,20.36,16.83
PME252,2025-06-04,12.29,24.51,18.4
PME252,2025-06-05,14.14,28.54,21.34
PME252,2025-06-06,14.49,29.1,21.8
PME252,2025-06-07,15.15,28.92,22.04
PME252,2025-06-08,13.26,25.26,19.26
PME252,2025-06-09,8.28,17.91,13.1
PME252,2025-06-10,7.78,20.48,14.13
PME252,2025-06-11,11.76,19.51,15.64
PME252,2025-06-12,8.91,19.45,14.18
PME252,2025-06-13,7.97,18.63,13.3
PME252,2025-06-14,10.79,21.02,15.9
PME252,2025-06-15,10.13,23.88,17.0
PME252,2025-06-16,9.69,27.72,18.7
PME252,2025-06-17,12.32,23.5,17.91
PME252,2025-06-18,10.69,25.99,18.34
PME252,2025-06-19,10.66,20.74,15.7
PME252,2025-06-20,9.0,21.21,15.1
PME252,2025-06-21,8.91,22.87,15.89
PME252,2025-06-22,9.91,25.52,17.72
PME252,2025-06-23,8.6,27.09,17.84
PME252,2025-06-24,14.2,22.53,18.37
PME252,2025-06-25,13.55,24.7,19.12
PME252,2025-06-26,11.95,24.57,18.26
PME252,2025-06-27,12.54,24.73,18.63
PME252,2025-06-28,13.73,21.87,17.8
